SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,LC1,LC1gp,LC2,LC2gp,LC3,LC3gp,LC4,LC4gp,LC5,LC5gp,LC6,LC6gp,LC7,LC7gp,LC8,LC8gp,LC9,LC9gp,LC10,LC10gp,LCunknown,LCvote,WhyCandidateA,WhyCandidateB,SupportAny,FollowForum,Campaign_b,Campaign_c,Campaign_d,Campaign_e,Campaign_f,Campaign_g,CampaignEffect_a,CampaignEffect_agp,CampaignEffect_b,CampaignEffect_bgp,CampaignEffect_c,CampaignEffect_cgp,CampaignEffect_d,CampaignEffect_dgp,CampaignEffect_e,CampaignEffect_egp,CampaignEffect_f,CampaignEffect_fgp,CampaignEffect_g,CampaignEffect_ggp,AffectWillVote_a,AffectWillVote_b,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R6_000444,20211213,1.2455578,2,60,4,1,2,2,1,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,3,1,,1,1,3,1,3,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,8889,8889,4,4,2,2,1,8881,45,4,8881,5,4,4,5,3,2,2,2,3,3,,8886,8886,,1,3,3,4,3,5,3,2
LC2021R6_000445,20211213,1.1321127,2,0,1,1,1,4,3,2,,,3,16,,,1,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,4,1,2,1,1,2,2,4,4,3,1,3,1,3,1,4,4,3,1,3,1,2,2,1,1,,,1,5,4,4,5,3,2,3,2,3,3,,1,1,,2,3,3,5,1,4,2,1
LC2021R6_000446,20211213,1.2580979,2,0,1,1,1,8886,8886,2,,,3,10,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,2,3,1,1,2,1,2,2,2,1,2,1,2,1,4,4,2,1,4,4,2,1,2,3,1,1,,,1,2,1,1,2,1,1,4,3,1,1,,8886,8886,,2,1,1,4,1,5,3,1
LC2021R6_000447,20211213,1.3108380,2,0,1,1,1,4,3,2,,,3,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,4,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,5,4,4,5,3,2,5,3,2,2,,1,1,,1,3,3,5,2,4,2,1
LC2021R6_000448,20211213,0.8524056,2,70,4,1,1,1,1,1,3,1,1,,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,2,8888,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,50,4,2,6,5,5,6,3,3,2,2,6,6,,2,2,,1,3,3,2,2,3,1,-99
LC2021R6_000449,20211213,1.0993700,2,0,1,1,2,4,3,1,8,1,1,,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,2,2,2,1,2,2,2,3,1,4,4,4,4,3,1,4,4,4,4,4,4,2,2,1,1,,,1,4,3,3,4,2,2,2,2,7,6,,4,3,,2,3,3,5,3,5,3,2
LC2021R6_000450,20211213,1.1632123,2,0,1,1,1,4,3,1,1,1,1,,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,3,1,3,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,2,3,3,1,2,4,2,2
LC2021R6_000451,20211213,1.2200649,2,0,1,1,1,3,3,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,3,1,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,20,3,2,2,1,1,2,1,1,4,3,3,3,,1,1,,2,1,1,5,1,5,3,2
LC2021R6_000452,20211213,0.8885295,2,0,1,1,1,4,3,1,8885,2,2,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8886,8886,,,2,4,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,3,3,4,2,3,1,2
LC2021R6_000453,20211213,1.0112289,2,0,1,1,1,3,3,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,2,2,1,1,1,2,1,2,1,4,4,4,4,3,1,4,4,4,4,3,1,2,3,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,5,1,3,1,2
LC2021R6_000454,20211213,0.9608693,2,30,2,1,1,1,1,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,3,1,,1,1,2,2,3,1,1,1,1,2,2,3,1,4,4,3,1,1,1,1,1,8889,8889,8889,8889,2,2,1,7,30,3,8881,3,2,2,3,2,2,3,2,2,2,,4,3,,1,3,3,4,2,4,2,2
LC2021R6_000455,20211213,1.2580979,2,0,1,1,1,4,3,1,8885,2,2,16,,,2,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,3,2,1,1,1,2,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,25,3,2,2,1,1,2,1,1,4,3,2,2,,3,1,,2,2,2,5,2,4,2,2
LC2021R6_000456,20211213,1.0427519,2,0,1,1,1,3,3,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,1,1,1,1,2,2,1,1,1,3,1,1,1,4,4,1,1,3,1,1,1,3,3,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,2,4,3,4,1,4,2,2
LC2021R6_000457,20211213,0.8961545,2,50,3,1,1,1,1,1,2,1,1,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,3,2,6,6,,2,2,,1,3,3,-99,1,3,1,2
LC2021R6_000458,20211213,1.0337272,2,50,3,1,2,2,1,2,,,3,15,,,,8,,,,,,,,,,,,,,,8888,8888,,,,,,8888,,,8888,4,2,2,1,2,2,2,4,4,3,1,3,1,2,1,3,1,3,1,3,1,2,2,2,2,10,2,2,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,5,2,5,3,2
LC2021R6_000459,20211213,0.5024907,2,50,3,1,1,1,1,2,,,3,8,,,,4,,,,,,,2,1,,,,,,,,,,,,,,1,1,3,8888,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,3,3,3,2,4,2,2
LC2021R6_000460,20211213,0.7480179,2,0,1,1,1,8886,8886,1,8885,2,2,1,,,,2,,,3,1,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,7,30,3,8881,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,1,2,2,1,2
LC2021R6_000461,20211213,0.9827503,2,50,3,1,1,3,3,1,8886,2,2,2,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,1,2,2,3,1,3,1,4,4,3,1,4,4,3,1,3,1,2,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,1,2,2,1,2
LC2021R6_000462,20211213,0.6748275,2,80,4,1,1,1,1,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,1,1,-99,3,1,2,1,2,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,,,1,-99,-99,-99,-99,-99,-99,3,2,2,2,,2,2,,1,3,3,4,2,5,3,2
LC2021R6_000463,20211213,1.6392516,2,90,4,1,1,1,1,1,5,1,1,,,,,5,,,,,,,,,1,1,,,,,,,,,,,,1,1,3,8888,2,1,1,1,1,2,2,4,4,4,4,4,4,2,1,4,4,4,4,4,4,2,2,2,2,17,2,2,3,2,2,3,2,2,3,2,2,2,,1,1,,2,1,1,3,2,3,1,2
LC2021R6_000464,20211213,0.8440330,2,70,4,1,1,1,1,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,1,2,1,1,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,5,2,5,3,2
LC2021R6_000465,20211213,0.9817502,2,60,4,1,2,2,1,1,4,1,1,,,,,4,,,,,,,3,1,,,,,,,,,,,,,,1,2,1,8888,4,1,1,1,1,1,1,4,4,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,9,2,2,2,1,1,2,1,1,5,3,2,2,,2,2,,2,3,3,3,1,3,1,1
LC2021R6_000466,20211213,1.1517850,2,50,3,1,1,1,1,1,8886,2,2,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,1,1,2,3,2,2,1,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,40,4,2,5,4,4,5,3,2,2,2,3,3,,-99,-99,,2,1,1,5,2,4,2,2
LC2021R6_000467,20211213,1.2455578,2,0,1,1,1,4,3,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,4,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,,,1,5,4,4,5,3,2,3,2,3,3,,3,1,,2,1,1,4,1,5,3,2
LC2021R6_000468,20211213,0.8440330,2,20,2,1,1,4,3,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,2,1,1,1,2,2,1,3,1,4,4,4,4,4,4,4,4,8889,8889,4,4,2,3,1,1,,,1,6,5,5,6,3,3,3,2,2,2,,4,3,,1,3,3,5,2,2,1,2
LC2021R6_000469,20211213,1.1321127,2,0,1,1,1,8886,8886,2,,,3,16,,,1,8,,,,,,,,,,,,,,,2,1,,,,,,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,4,4,3,1,4,4,4,4,3,3,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,2,2,5,2,4,2,2
LC2021R6_000470,20211213,0.7480179,2,0,1,1,1,3,3,1,8885,2,2,1,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,1,1,1,1,1,2,1,3,1,3,1,3,1,3,1,2,1,3,1,3,1,2,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,8886,8886,,1,3,3,1,2,3,1,1
LC2021R6_000471,20211213,0.8137061,2,0,1,1,1,4,3,2,,,3,8,,,,4,,,,,,,8886,8886,,,,,,,,,,,,,,8886,,,2,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,8886,8886,,2,3,3,3,1,4,2,1
LC2021R6_000472,20211213,1.6392516,2,0,1,1,1,4,3,2,,,3,9,,,,5,,,,,,,,,8886,8886,,,,,,,,,,,,8886,,,1,3,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,2,4,3,3,1,2,1,1
LC2021R6_000473,20211213,0.8524056,2,0,1,1,1,-99,-99,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,8888,4,1,1,1,1,2,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8889,8889,8888,8888,2,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,8886,8886,,1,3,3,2,2,2,1,2
LC2021R6_000474,20211213,1.2370775,2,0,1,1,1,4,3,2,,,3,3,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,2,1,1,1,2,2,1,1,1,2,1,2,1,4,4,1,1,4,4,4,4,3,2,1,1,,,1,4,3,3,4,2,2,2,2,3,3,,4,3,,1,3,3,1,2,4,2,2
LC2021R6_000475,20211213,0.5864723,2,80,4,1,1,2,1,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,1,1,,1,1,3,1,1,2,1,1,1,2,2,4,4,8888,8888,4,4,4,4,3,1,8888,8888,8888,8888,2,1,2,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,4,3,3,1,2
LC2021R6_000476,20211213,1.2580979,2,0,1,1,1,4,3,2,,,3,16,,,2,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,2,1,1,2,1,1,5,3,7,6,,1,1,,1,3,3,5,2,5,3,1
LC2021R6_000477,20211213,1.2068015,2,10,2,1,1,8886,8886,2,,,3,12,,,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,8888,4,1,1,1,2,2,2,4,4,4,4,2,1,3,1,4,4,4,4,4,4,2,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R6_000478,20211213,1.1566862,2,0,1,1,1,4,3,2,,,3,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,2,1,1,1,1,2,2,3,1,3,1,3,1,4,4,3,1,4,4,4,4,3,3,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,2,2,4,1,4,2,1
LC2021R6_000479,20211213,1.2492573,2,60,4,1,1,1,1,1,8885,2,2,10,,,,7,,,,,,,,,,,,,-99,-99,,,,,,,,-99,,,1,2,1,1,1,1,2,2,2,1,4,4,4,4,2,1,3,1,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R6_000480,20211213,1.5248564,2,50,3,1,1,1,1,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,8888,3,2,1,1,1,2,2,3,1,4,4,4,4,3,1,4,4,8889,8889,4,4,2,2,2,-99,30,3,-99,4,3,3,4,2,2,5,3,2,2,,8886,8886,,2,1,1,4,2,5,3,2
LC2021R6_000481,20211213,0.6364498,2,60,4,1,1,1,1,1,7,1,1,,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,8888,2,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,8888,8888,4,4,2,1,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,1,2,2,4,2,4,2,2
LC2021R6_000482,20211213,1.6709493,2,0,1,1,1,4,3,1,5,1,1,,,,,5,,,,,,,,,8886,8886,,,,,,,,,,,,8886,,,2,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,8886,8886,,1,3,3,3,1,3,1,2
LC2021R6_000483,20211213,1.1321127,2,0,1,1,1,4,3,1,8886,2,2,16,,,1,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,1,4,2,2,2,1,2,2,8889,8889,4,4,3,1,4,4,4,4,4,4,4,4,3,3,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,1,1,,2,1,1,5,2,5,3,2
LC2021R6_000484,20211213,1.2370775,2,0,1,1,1,3,3,2,,,3,3,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,2,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,8889,8889,3,3,1,2,30,3,2,4,3,3,4,2,2,5,3,2,2,,8886,8886,,1,3,3,1,2,4,2,2
LC2021R6_000485,20211213,0.9748515,2,0,1,1,1,1,1,1,4,1,1,,,,,4,,,,,,,-99,-99,,,,,,,,,,,,,,-99,,,1,3,2,1,1,2,2,2,8888,8888,4,4,4,4,3,1,4,4,4,4,4,4,8888,3,2,2,15,2,2,5,4,4,5,3,2,2,2,3,3,,4,3,,2,1,1,3,3,5,3,-99
LC2021R6_000486,20211213,1.6392516,2,20,2,1,1,2,1,1,8885,2,2,9,,,,5,,,,,,,,,3,1,,,,,,,,,,,,1,1,3,2,4,2,1,1,2,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,3,2,4,2,-99
LC2021R6_000487,20211213,1.2114916,2,0,1,1,1,4,3,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,2,1,1,2,1,2,2,4,4,4,4,4,4,4,4,1,1,4,4,8889,8889,3,2,2,2,30,3,2,5,4,4,5,3,2,2,2,7,6,,8888,8888,,2,1,1,5,3,5,3,2
LC2021R6_000488,20211213,0.9696422,2,0,1,1,1,4,3,2,,,3,1,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,5,4,4,5,3,2,5,3,2,2,,1,1,,1,3,3,1,2,4,2,2
LC2021R6_000489,20211213,1.1593053,2,0,1,1,1,4,3,2,,,3,13,,2,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,3,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,,,1,2,1,1,2,1,1,5,3,7,6,,3,1,,1,2,2,4,1,5,3,2
LC2021R6_000490,20211213,0.9608693,2,0,1,1,1,4,3,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,4,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,3,2,2,3,2,2,4,3,3,3,,4,3,,1,3,3,4,2,4,2,2
LC2021R6_000491,20211213,1.1373134,2,0,1,1,1,4,3,2,,,3,13,,2,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,3,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,24,3,2,3,2,2,3,2,2,5,3,2,2,,1,1,,1,3,3,4,2,3,1,2
LC2021R6_000492,20211213,1.0720260,2,40,2,1,1,8886,8886,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8888,8888,,,8888,2,2,1,1,1,2,1,2,1,2,1,3,1,4,4,4,4,4,4,3,1,3,2,1,-99,-99,,-99,2,1,1,2,1,1,5,3,1,1,,-99,-99,,-99,3,3,-99,-99,3,1,2
LC2021R6_000493,20211213,0.5393250,2,65,4,1,1,8886,8886,2,,,3,15,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,2,8888,1,3,1,1,1,1,2,2,3,1,4,4,3,1,4,4,3,1,3,1,3,1,1,2,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,-99,2,2,5,2,5,3,2
LC2021R6_000494,20211213,1.0537161,2,10,2,1,1,8886,8886,2,,,3,16,,,1,8,,,,,,,,,,,,,,,8888,8888,,,,,,8888,,,8888,4,8888,1,2,1,2,2,8889,8889,4,4,4,4,4,4,4,4,3,1,3,1,2,3,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,-99,-99,,1,2,2,5,1,3,1,2
LC2021R6_000495,20211213,0.8440330,2,50,3,1,1,2,1,1,8885,2,2,16,,,1,8,,,,,,,,,,,,,,,2,1,,,,,,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,4,4,2,1,3,1,8889,8889,8889,8889,2,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,5,2,4,2,2
LC2021R6_000496,20211213,1.2492573,2,0,1,1,1,4,3,1,7,1,1,,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,2,2,2,1,2,2,2,2,1,2,1,4,4,3,1,3,1,4,4,4,4,3,2,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,3,1,,2,1,1,4,1,4,2,2
LC2021R6_000497,20211213,1.0427519,2,0,1,1,1,8886,8886,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,8888,4,2,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,3,2,2,3,2,2,3,2,1,1,,8886,8886,,2,1,1,4,2,5,3,2
LC2021R6_000498,20211213,1.0112289,2,50,3,1,1,2,1,1,9,1,1,,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,2,1,2,1,1,1,2,2,3,1,2,1,3,1,2,1,3,1,3,1,3,1,1,1,1,2,10,2,2,3,2,2,3,2,2,5,3,3,3,,4,3,,2,3,3,5,2,3,1,2
LC2021R6_000499,20211213,0.5920284,2,80,4,1,1,1,1,1,8885,2,2,13,,1,,6,,,,,,,,,,,2,1,,,,,,,,,,1,2,8888,1,4,1,1,8888,1,2,1,8888,8888,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,42,4,2,7,6,5,6,3,3,1,1,3,3,,8886,8886,,1,1,1,4,2,5,3,2
LC2021R6_000500,20211213,0.7281200,2,50,3,1,2,8888,8888,1,8885,2,2,12,,,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,8888,4,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,8888,2,2,15,2,2,-99,-99,-99,-99,-99,-99,1,1,2,2,,8886,8886,,2,1,1,4,2,5,3,-99
LC2021R6_000501,20211213,1.1373134,2,50,3,1,2,2,1,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,8888,8888,,8888,,,1,2,2,2,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,10,2,2,3,2,2,3,2,2,4,3,5,5,,3,1,,2,1,1,4,2,5,3,1
LC2021R6_000502,20211213,1.0427519,2,0,1,1,1,4,3,2,,,3,16,,,2,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,3,1,1,2,2,1,1,3,1,3,1,3,1,3,1,4,4,2,1,3,1,2,3,1,1,,,1,3,2,2,3,2,2,3,2,1,1,,1,1,,1,3,3,5,2,4,2,1
LC2021R6_000503,20211213,0.7229051,2,0,1,1,1,4,3,1,8885,2,2,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,8889,8889,3,3,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,3,1,,1,3,3,1,1,4,2,2
LC2021R6_000504,20211213,0.6439341,2,85,4,1,2,4,3,2,,,3,10,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8888,3,1,2,55,4,2,7,6,5,6,3,3,1,1,6,6,,4,3,,1,1,1,4,2,5,3,2
LC2021R6_000505,20211213,1.0337272,2,0,1,1,1,4,3,1,8885,2,2,16,,,1,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,2,1,1,1,1,2,2,3,1,4,4,4,4,3,1,4,4,4,4,4,4,3,3,2,1,,,1,3,2,2,3,2,2,5,3,5,5,,3,1,,1,3,3,5,2,5,3,2
LC2021R6_000506,20211213,1.0427519,2,50,3,1,1,2,1,1,7,1,1,,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,2,2,2,1,1,2,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,,,1,3,2,2,3,2,2,3,2,1,1,,4,3,,2,1,1,4,2,4,2,2
LC2021R6_000507,20211213,0.5393250,2,70,4,1,1,1,1,1,8885,2,2,16,,,1,8,,,,,,,,,,,,,,,1,1,,,,,,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,3,1,2,1,2,1,3,1,3,1,1,2,1,2,41,4,2,7,6,5,6,3,3,3,2,6,6,,2,2,,1,3,3,5,2,3,1,2
LC2021R6_000508,20211213,1.0993700,2,50,3,1,2,1,1,2,,,3,15,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,2,3,8888,4,1,1,1,1,2,2,2,1,3,1,4,4,4,4,4,4,4,4,3,1,2,2,1,2,8,2,2,4,3,3,4,2,2,2,2,3,3,,8886,8886,,2,2,2,5,2,5,3,2
LC2021R6_000509,20211213,1.0720260,2,0,1,1,1,1,1,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,3,2,2,2,2,2,2,2,1,4,4,4,4,3,1,4,4,4,4,4,4,2,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,1,1,,2,3,3,-99,1,5,3,2
LC2021R6_000510,20211213,0.8524056,2,60,4,1,1,1,1,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,1,2,2,1,1,1,2,2,3,1,4,4,4,4,3,1,4,4,4,4,3,1,2,2,1,2,30,3,2,6,5,5,6,3,3,3,2,3,3,,4,3,,2,1,1,2,2,5,3,1
LC2021R6_000511,20211213,0.7480179,2,30,2,1,1,4,3,1,8885,2,2,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,3,2,3,3,,8886,8886,,1,2,2,1,2,3,1,2
LC2021R6_000512,20211213,1.0641686,2,0,1,1,1,3,3,2,,,3,6,,,,3,,,,,8886,8886,,,,,,,,,,,,,,,,8886,,,2,3,1,1,1,1,1,2,1,1,4,4,4,4,3,1,4,4,4,4,4,4,3,3,1,2,9,2,2,2,1,1,2,1,1,4,3,2,2,,3,1,,2,1,1,2,1,5,3,1
LC2021R6_000513,20211213,0.8413342,2,50,3,1,1,2,1,2,,,3,6,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,8888,8888,2,4,2,1,1,1,2,2,4,4,4,4,8888,8888,3,1,4,4,3,1,8888,8888,3,1,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,8888,8888,,2,1,1,2,2,4,2,2
LC2021R6_000514,20211213,0.6244676,2,0,1,1,1,8886,8886,1,9,1,1,,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,2,4,2,1,1,1,2,1,4,4,3,1,4,4,4,4,4,4,8889,8889,4,4,2,2,1,2,45,4,2,7,6,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,5,2,3,1,2
LC2021R6_000515,20211213,0.9631266,2,70,4,1,1,1,1,1,4,1,1,,,,,4,,,,,,,-99,-99,,,,,,,,,,,,,,-99,,,1,2,2,1,1,1,2,2,3,1,3,1,4,4,3,1,4,4,4,4,3,1,2,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,3,2,3,1,1
LC2021R6_000516,20211213,0.7863880,2,40,2,1,1,1,1,1,4,1,1,,,,,4,,,,,,,3,1,,,,,,,,,,,,,,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,,,1,6,5,5,6,3,3,1,1,6,6,,2,2,,2,1,1,3,3,5,3,1
LC2021R6_000517,20211213,2.2747261,2,0,1,1,2,4,3,2,,,3,10,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,2,1,1,2,2,2,2,2,1,3,1,3,1,3,1,3,1,4,4,4,4,3,3,2,2,18,2,2,1,1,1,1,1,1,4,3,4,4,,1,1,,2,1,1,4,1,4,2,2
