SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,SupportAny,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R4_000264,20211130,0.877793,1,50,3,1,1,1,1,1,8885,2,2,1,,,,2,1,2,2,62,5,2,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,1,2,3,1,1
LC2021R4_000265,20211130,0.6519015,2,40,2,1,1,2,1,1,3,1,1,,,,,3,2,1,2,45,4,2,5,4,4,5,3,2,3,2,3,3,,4,3,,2,1,1,2,2,5,3,2
LC2021R4_000266,20211130,0.9183859,2,55,4,1,1,1,1,2,,,3,3,,,,1,1,1,1,,,1,5,4,4,5,3,2,4,3,1,1,,4,3,,1,4,3,1,2,4,2,-99
LC2021R4_000267,20211130,1.4536003,1,10,2,1,2,1,1,2,,,3,16,,,2,7,2,1,1,,,1,1,1,1,1,1,1,5,3,4,4,,3,1,,2,1,1,5,1,3,1,1
LC2021R4_000268,20211130,0.9138806,1,0,1,1,1,4,3,1,8885,2,2,-99,,,,-99,2,2,2,43,4,2,6,5,5,6,3,3,2,2,5,5,,3,1,,1,3,3,5,2,3,1,2
LC2021R4_000269,20211130,1.0704573,2,0,1,1,1,4,3,1,4,1,1,,,,,4,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,4,3,,2,1,1,3,1,5,3,2
LC2021R4_000270,20211130,1.0932437,2,0,1,1,1,3,3,2,,,3,15,,,,8,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,1,3,3,5,1,3,1,2
LC2021R4_000271,20211130,0.777769,2,80,4,1,1,2,1,1,8885,2,2,16,,,1,8,2,1,1,,,1,6,5,5,6,3,3,3,2,2,2,,2,2,,1,3,3,5,2,4,2,2
LC2021R4_000272,20211130,0.5976785,2,0,1,1,1,3,3,1,3,1,1,,,,,3,2,1,2,57,4,2,6,5,5,6,3,3,1,1,6,6,,8886,8886,,1,1,1,2,2,5,3,2
LC2021R4_000273,20211130,0.5461917,1,0,1,1,1,3,3,1,8885,2,2,15,,,,8,2,1,2,50,4,2,7,6,5,6,3,3,1,1,6,6,,-99,-99,,1,2,2,5,2,8888,8888,-99
LC2021R4_000274,20211130,0.761558,2,0,1,1,1,4,3,1,8886,2,2,8,,,,4,2,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,3,3,3,1,1
LC2021R4_000275,20211130,1.0704573,2,60,4,1,1,2,1,1,4,1,1,,,,,4,2,1,2,15,2,2,2,1,1,2,1,1,4,3,3,3,,2,2,,2,1,1,3,1,5,3,2
LC2021R4_000276,20211130,1.0493683,2,60,4,1,1,1,1,1,8885,2,2,10,,,,7,1,2,2,38,3,2,6,5,5,6,3,3,2,2,3,3,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000277,20211130,0.9435332,2,100,5,1,1,3,3,2,,,3,4,,,,2,2,1,1,,,1,5,4,4,5,3,2,1,1,3,3,,1,1,,2,1,1,1,3,5,3,2
LC2021R4_000278,20211130,1.1154348,2,20,2,1,1,1,1,1,8885,2,2,5,-99,,,-99,1,1,1,,,1,4,3,3,4,2,2,4,3,2,2,,2,2,,2,1,1,2,2,4,2,2
LC2021R4_000279,20211130,0.6064806,2,0,1,1,1,8886,8886,1,3,1,1,,,,,3,8888,2,2,42,4,2,6,5,5,6,3,3,2,2,5,5,,4,3,,1,3,3,2,2,3,1,2
LC2021R4_000280,20211130,0.943207,2,25,2,1,1,2,1,1,4,1,1,,,,,4,8888,1,1,,,1,4,3,3,4,2,2,4,3,2,2,,8886,8886,,1,3,3,3,2,3,1,2
LC2021R4_000281,20211130,1.1198041,1,0,1,1,1,4,3,2,,,3,13,,1,,6,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,1,3,3,4,1,4,2,1
LC2021R4_000282,20211130,0.5763908,1,50,3,1,1,1,1,1,8,1,1,,,,,8,1,2,2,68,5,2,7,6,5,6,3,3,2,2,6,6,,4,3,,1,2,2,5,3,4,2,2
LC2021R4_000283,20211130,0.8306486,1,40,2,1,1,1,1,1,4,1,1,,,,,4,8888,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,2,3,3,3,2,4,2,2
LC2021R4_000284,20211130,0.9138806,1,70,4,1,1,2,1,1,8885,2,2,13,,8888,,-99,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,4,3,,2,1,1,4,2,8888,8888,2
LC2021R4_000285,20211130,2.0826742,2,45,2,1,1,2,1,1,5,1,1,,,,,5,8888,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,1,2,2,2,1,3,1,2
LC2021R4_000286,20211130,1.1642742,1,50,3,1,1,1,1,1,8885,2,2,1,,,,2,8888,2,1,,,1,4,3,3,4,2,2,2,2,2,2,,1,1,,2,1,1,1,1,3,1,2
LC2021R4_000287,20211130,0.9866877,2,8888,8888,1,1,4,3,2,,,3,13,,1,,6,2,1,1,,,1,4,3,3,4,2,2,5,3,2,2,,1,1,,-99,2,2,4,1,3,1,2
LC2021R4_000288,20211130,1.3587878,1,0,1,1,1,4,3,1,10,1,1,,,,,10,2,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000289,20211130,0.8083976,2,50,3,1,1,2,1,2,,,3,13,,1,,6,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,3,1,,1,2,2,4,2,4,2,2
LC2021R4_000290,20211130,0.5912965,2,0,1,1,1,4,3,1,8885,2,2,3,,,,1,2,1,1,,,1,7,6,5,6,3,3,2,2,6,6,,4,3,,1,2,2,1,2,5,3,2
LC2021R4_000291,20211130,1.4356069,2,0,1,1,1,8886,8886,2,,,3,10,,,,7,8888,1,1,,,1,3,2,2,3,2,2,2,2,3,3,,4,3,,1,4,3,4,1,3,1,2
LC2021R4_000292,20211130,0.4197223,1,75,4,1,1,1,1,1,3,1,1,,,,,3,1,1,2,70,5,2,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,2,2,4,2,1
LC2021R4_000293,20211130,0.6064806,2,0,1,1,1,4,3,2,,,3,5,1,,,3,2,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,1,2,2,2,2,3,1,2
LC2021R4_000294,20211130,0.5594615,2,50,3,1,1,1,1,1,8885,2,2,13,,1,,6,1,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,4,2,5,3,2
LC2021R4_000295,20211130,0.761558,1,80,4,1,1,1,1,1,4,1,1,,,,,4,1,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,4,3,,1,3,3,3,2,3,1,1
LC2021R4_000296,20211130,1.0932437,1,0,1,1,1,2,1,2,,,3,15,,,,8,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,1,2,2,5,1,4,2,2
LC2021R4_000297,20211130,1.3444851,2,40,2,1,1,1,1,2,,,3,13,,1,,6,8888,2,1,,,1,2,1,1,2,1,1,4,3,2,2,,1,1,,2,1,1,4,1,5,3,1
LC2021R4_000298,20211130,0.6064806,2,50,3,1,1,3,3,1,3,1,1,,,,,3,2,2,2,40,4,2,6,5,5,6,3,3,2,2,5,5,,8886,8886,,2,1,1,3,2,4,2,2
LC2021R4_000299,20211130,1.3178873,1,0,1,1,1,4,3,1,8885,2,2,17,,,,9,2,1,2,19,2,2,2,1,1,2,1,1,5,3,4,4,,1,1,,2,1,1,5,1,5,3,2
LC2021R4_000300,20211130,0.6074874,1,50,3,1,2,2,1,2,,,3,4,,,,2,1,1,2,70,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,1,2,5,3,2
LC2021R4_000301,20211130,1.3306439,2,40,2,1,1,1,1,1,8885,2,2,14,,,,9,1,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,2,2,,1,3,3,5,1,3,1,2
LC2021R4_000302,20211130,1.0250531,1,0,1,1,1,3,3,1,8885,2,2,16,,,1,8,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,2,3,3,5,2,4,2,2
LC2021R4_000303,20211130,0.8483303,2,0,1,1,1,1,1,1,8,1,1,,,,,8,1,1,2,40,4,2,5,4,4,5,3,2,3,2,3,3,,4,3,,2,1,1,5,2,3,1,2
LC2021R4_000304,20211130,0.6634711,1,49,2,1,1,1,1,1,8885,2,2,7,,,,4,1,2,2,36,3,2,-99,-99,-99,-99,-99,-99,3,2,7,6,,8886,8886,,-99,-99,-99,3,-99,8888,8888,1
LC2021R4_000305,20211130,1.3587878,2,70,4,1,1,1,1,1,10,1,1,,,,,10,1,1,2,35,3,2,5,4,4,5,3,2,3,2,3,3,,8886,8886,,2,1,1,4,2,4,2,2
LC2021R4_000306,20211130,0.943207,2,0,1,1,1,4,3,2,,,3,7,,,,4,2,1,1,,,1,4,3,3,4,2,2,4,3,2,2,,8888,8888,,2,1,1,3,2,4,2,2
LC2021R4_000307,20211130,1.4598999,2,0,1,1,1,1,1,1,2,1,1,,,,,2,1,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,1,3,3,5,1,3,1,2
LC2021R4_000308,20211130,0.8083976,1,45,2,1,1,8886,8886,2,,,3,12,,,,6,8888,2,2,42,4,2,6,5,5,6,3,3,1,1,5,5,,2,2,,1,2,2,4,2,4,2,2
LC2021R4_000309,20211130,1.1949805,1,50,3,1,2,8886,8886,2,,,3,3,,,,1,1,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000310,20211130,0.7262282,1,50,3,1,1,1,1,1,8885,2,2,10,,,,7,1,1,2,49,4,2,7,6,5,6,3,3,4,3,6,6,,1,1,,1,1,1,4,2,3,1,2
LC2021R4_000311,20211130,1.0866843,1,100,5,1,1,2,1,1,8885,2,2,9,,,,5,2,1,2,60,5,2,7,6,5,6,3,3,1,1,-99,-99,,2,2,,1,3,3,3,-99,4,2,-99
LC2021R4_000312,20211130,2.5,2,0,1,1,1,8886,8886,1,5,1,1,,,,,5,2,2,1,,,1,2,1,1,2,1,1,5,3,3,3,,1,1,,1,3,3,3,1,4,2,1
LC2021R4_000313,20211130,1.3587878,1,60,4,1,1,8886,8886,1,8885,2,2,11,,,,10,1,1,2,44,4,2,5,4,4,5,3,2,3,2,3,3,,4,3,,1,2,2,4,2,5,3,2
LC2021R4_000314,20211130,1.1332437,2,10,2,1,1,8886,8886,1,1,1,1,,,,,1,2,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,3,1,,2,3,3,1,1,3,1,1
LC2021R4_000315,20211130,1.3444851,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,1,1,,1,3,3,4,1,3,1,2
LC2021R4_000316,20211130,1.7452551,2,0,1,1,1,4,3,2,,,3,16,,,2,7,2,2,1,,,1,2,1,1,2,1,1,3,2,2,2,,1,1,,2,3,3,5,1,4,2,1
LC2021R4_000317,20211130,1.1642742,2,0,1,1,1,4,3,2,,,3,18,,,,2,2,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,8886,8886,,1,3,3,5,1,3,1,1
LC2021R4_000318,20211130,0.943207,2,80,4,1,1,1,1,1,4,1,1,,,,,4,1,1,2,14,2,2,4,3,3,4,2,2,5,3,1,1,,2,2,,1,3,3,3,2,2,1,2
LC2021R4_000319,20211130,0.7727736,2,0,1,1,1,4,3,1,4,1,1,,,,,4,2,2,2,35,3,2,6,5,5,6,3,3,5,3,6,6,,8886,8886,,2,1,1,3,1,5,3,-99
LC2021R4_000320,20211130,2.0394105,1,0,1,1,1,8886,8886,2,,,3,9,,,,5,8888,2,1,,,1,3,2,2,3,2,2,4,3,1,1,,8886,8886,,1,3,3,3,1,4,2,2
LC2021R4_000321,20211130,0.4429289,1,40,2,1,1,2,1,1,3,1,1,,,,,3,8888,2,1,,,1,7,6,5,6,3,3,3,2,5,5,,3,1,,1,3,3,2,2,3,1,2
LC2021R4_000322,20211130,0.8748463,1,50,3,1,1,1,1,2,,,3,13,,2,,10,1,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,1,2,2,4,2,3,1,2
LC2021R4_000323,20211130,1.2277014,2,85,4,1,2,1,1,1,8885,2,2,4,,,,2,1,2,2,11,2,2,5,4,4,5,3,2,4,3,3,3,,2,2,,1,3,3,1,2,4,2,2
LC2021R4_000324,20211130,0.9375877,1,1,2,1,1,8886,8886,2,,,3,14,,,,9,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,5,2,3,1,1
LC2021R4_000325,20211130,1.7293949,2,0,1,1,1,4,3,1,10,1,1,,,,,10,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,3,3,4,1,4,2,2
LC2021R4_000326,20211130,0.5976785,1,100,5,1,1,1,1,1,3,1,1,,,,,3,1,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,4,3,,1,2,2,2,2,3,1,2
LC2021R4_000327,20211130,2.196134,2,60,4,1,2,2,1,2,,,3,9,,,,5,1,2,2,9,2,2,5,4,4,5,3,2,4,3,3,3,,-99,-99,,2,3,3,3,2,5,3,2
LC2021R4_000328,20211130,1.1612237,2,50,3,1,1,1,1,1,8885,2,2,14,,,,9,1,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,2,2,,1,3,3,5,2,2,1,2
LC2021R4_000329,20211130,0.761558,1,80,4,1,2,2,1,1,4,1,1,,,,,4,1,1,2,45,4,2,6,5,5,6,3,3,5,3,1,1,,4,3,,1,3,3,3,2,4,2,-99
LC2021R4_000330,20211130,0.8297065,2,60,4,1,1,2,1,2,,,3,6,,,,3,2,1,2,12,2,2,3,2,2,3,2,2,2,2,3,3,,8888,8888,,2,1,1,2,2,5,3,2
LC2021R4_000331,20211130,1.003688,2,50,3,1,1,2,1,1,4,1,1,,,,,4,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,2,3,3,3,2,3,1,2
LC2021R4_000332,20211130,0.8689405,2,10,2,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,5,4,4,5,3,2,3,2,6,6,,1,1,,2,3,3,4,2,4,2,2
LC2021R4_000333,20211130,0.6410756,1,0,1,1,1,4,3,1,8885,2,2,4,,,,2,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,1,1,,2,1,1,1,2,4,2,2
LC2021R4_000334,20211130,0.8748463,1,0,1,1,1,4,3,2,,,3,11,,,,10,8888,1,2,50,4,2,7,6,5,6,3,3,2,2,6,6,,1,1,,1,2,2,4,2,5,3,2
LC2021R4_000335,20211130,0.7877046,2,30,2,1,1,1,1,1,3,1,1,,,,,3,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,2,2,2,2,3,1,2
LC2021R4_000336,20211130,1.2159317,2,10,2,1,2,3,3,1,8886,2,2,4,,,,2,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,1,3,3,1,1,3,1,2
LC2021R4_000337,20211130,0.8483303,1,50,3,1,1,1,1,1,8885,2,2,15,,,,8,1,1,2,47,4,2,5,4,4,5,3,2,3,2,3,3,,4,3,,1,2,2,5,2,4,2,2
LC2021R4_000338,20211130,0.6519015,2,0,1,1,1,8888,8888,1,3,1,1,,,,,3,2,1,1,,,1,5,4,4,5,3,2,3,2,7,6,,2,2,,2,1,1,2,-99,-99,-99,-99
LC2021R4_000339,20211130,1.6766782,1,70,4,1,1,8886,8886,2,,,3,11,,,,10,1,2,1,,,1,4,3,3,4,2,2,5,3,2,2,,8888,8888,,1,2,2,4,1,3,1,2
LC2021R4_000340,20211130,0.8650532,1,50,3,1,1,1,1,1,8885,2,2,4,,,,2,2,1,2,55,4,2,6,5,5,6,3,3,2,2,3,3,,2,2,,2,3,3,1,2,5,3,2
LC2021R4_000341,20211130,0.761558,1,0,1,1,1,3,3,2,,,3,8,,,,4,2,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,1,1,,1,3,3,3,2,4,2,1
LC2021R4_000342,20211130,0.8483303,1,50,3,1,1,1,1,1,8885,2,2,15,,,,8,1,1,5,50,4,8881,5,4,4,5,3,2,3,2,3,3,,2,2,,1,3,3,5,2,4,2,2
LC2021R4_000343,20211130,1.0428332,1,0,1,1,1,2,1,1,1,1,1,,,,,1,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,3,1,,2,3,3,1,1,3,1,2
LC2021R4_000344,20211130,2.0394105,2,40,2,1,1,1,1,2,,,3,9,,,,5,1,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,2,3,3,3,1,4,2,2
LC2021R4_000345,20211130,1.1198041,2,8888,8888,1,2,2,1,1,8885,2,2,12,,,,6,2,1,1,,,1,2,1,1,2,1,1,4,3,2,2,,8888,8888,,2,1,1,4,1,5,3,2
LC2021R4_000346,20211130,1.1279582,2,0,1,1,1,4,3,1,8885,2,2,10,,,,7,2,1,2,30,3,2,5,4,4,5,3,2,1,1,3,3,,3,1,,2,-99,-99,4,2,3,1,2
LC2021R4_000347,20211130,0.6410756,1,80,4,1,1,1,1,2,,,3,1,,,,2,1,2,2,60,5,2,7,6,5,6,3,3,1,1,5,5,,1,1,,1,3,3,1,2,3,1,2
LC2021R4_000348,20211130,1.1467674,1,60,4,1,1,2,1,1,8885,2,2,9,,,,5,2,2,2,40,4,2,7,6,5,6,3,3,1,1,6,6,,4,3,,1,3,3,3,3,5,3,1
LC2021R4_000349,20211130,0.7966649,1,10,2,1,1,4,3,1,6,1,1,,,,,6,2,1,1,,,1,6,5,5,6,3,3,5,3,2,2,,1,1,,1,3,3,4,2,4,2,2
LC2021R4_000350,20211130,0.8748463,2,70,4,1,1,1,1,1,8885,2,2,11,,,,10,2,1,2,50,4,2,7,6,5,6,3,3,5,3,6,6,,4,3,,2,1,1,4,2,5,3,2
LC2021R4_000351,20211130,0.9375877,2,0,1,1,1,4,3,1,9,1,1,,,,,9,2,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,3,1,,1,3,3,5,2,3,1,2
LC2021R4_000352,20211130,1.1467674,1,-99,-99,1,1,1,1,2,,,3,9,,,,5,1,2,2,40,4,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,3,3,3,3,8888,8888,1
LC2021R4_000353,20211130,0.7727736,2,40,2,1,1,1,1,2,,,3,7,,,,4,8888,2,2,40,4,2,6,5,5,6,3,3,2,2,5,5,,8886,8886,,1,3,3,3,3,5,3,2
LC2021R4_000354,20211130,1.5429125,2,0,1,1,2,3,3,2,,,3,13,,2,,10,2,1,1,,,1,4,3,3,4,2,2,2,2,2,2,,4,3,,2,1,1,4,2,5,3,2
LC2021R4_000355,20211130,0.8044148,1,80,4,1,1,2,1,1,3,1,1,,,,,3,2,2,1,,,1,4,3,3,4,2,2,3,2,1,1,,1,1,,1,2,2,2,1,5,3,2
LC2021R4_000356,20211130,1.0428332,2,0,1,1,1,1,1,1,8885,2,2,2,,,,1,8888,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,2,3,3,1,2,2,1,2
LC2021R4_000357,20211130,0.9513958,1,0,1,1,1,4,3,2,,,3,14,,,,9,2,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,5,2,2,1,2
LC2021R4_000358,20211130,0.7262282,1,0,1,1,1,3,3,1,7,1,1,,,,,7,8888,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,4,2,4,2,1
LC2021R4_000359,20211130,1.1332437,2,50,3,1,1,1,1,-99,,,-99,3,,,,1,2,2,2,17,2,2,4,3,3,4,2,2,1,1,5,5,,2,2,,1,3,3,1,2,4,2,2
LC2021R4_000360,20211130,1.1038259,1,20,2,1,1,4,3,1,8,1,1,,,,,8,2,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,8886,8886,,2,3,3,5,2,4,2,2
LC2021R4_000361,20211130,0.7877046,1,0,1,1,1,1,1,2,,,3,5,1,,,3,1,2,1,,,1,3,2,2,3,2,2,2,2,5,5,,8886,8886,,2,1,1,2,2,5,3,1
LC2021R4_000362,20211130,0.7402384,2,100,5,1,1,1,1,1,8885,2,2,6,,,,3,1,1,1,,,1,4,3,3,4,2,2,2,2,2,2,,4,3,,2,1,1,2,2,5,3,2
LC2021R4_000363,20211130,0.8419976,1,0,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,2,2,,1,3,3,1,2,3,1,2
LC2021R4_000364,20211130,0.5912965,2,75,4,1,1,1,1,1,8885,2,2,3,,,,1,1,1,2,44,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,1,2,-99,-99,-99
LC2021R4_000365,20211130,1.079711,2,30,2,1,1,4,3,1,8885,2,2,16,,,1,8,2,1,1,,,1,3,2,2,3,2,2,4,3,1,1,,2,2,,2,3,3,5,1,3,1,1
LC2021R4_000366,20211130,0.5912965,1,0,1,1,1,4,3,2,,,3,3,,,,1,2,1,2,32,3,2,7,6,5,6,3,3,4,3,6,6,,1,1,,1,3,3,1,2,5,3,2
LC2021R4_000367,20211130,1.079711,2,65,4,1,1,1,1,2,,,3,15,,,,8,8888,1,2,26,3,2,3,2,2,3,2,2,3,2,2,2,,2,2,,2,1,1,5,1,4,2,2
LC2021R4_000368,20211130,0.7966649,1,50,3,1,1,1,1,1,8885,2,2,13,,1,,6,8888,1,2,42,4,2,6,5,5,6,3,3,2,2,6,6,,4,3,,2,1,1,4,2,4,2,2
LC2021R4_000369,20211130,0.5976785,1,55,4,1,1,2,1,1,3,1,1,,,,,3,2,1,1,,,1,6,5,5,6,3,3,1,1,3,3,,4,3,,2,1,1,2,3,5,3,2
LC2021R4_000370,20211130,0.8401058,1,40,2,1,2,2,1,2,,,3,6,,,,3,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,2,2,,2,1,1,2,1,5,3,2
LC2021R4_000371,20211130,1.0341383,1,10,2,1,1,1,1,1,7,1,1,,,,,7,1,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,2,2,,1,2,2,4,-99,-99,-99,-99
LC2021R4_000372,20211130,0.6064806,2,50,3,1,1,1,1,1,8885,2,2,6,,,,3,8888,2,2,25,3,2,6,5,5,6,3,3,3,2,2,2,,2,2,,2,1,1,2,2,5,3,2
LC2021R4_000373,20211130,0.6064806,1,55,4,1,1,1,1,1,3,1,1,,,,,3,1,2,1,,,1,6,5,5,6,3,3,3,2,5,5,,4,3,,2,1,1,2,2,5,3,2
LC2021R4_000374,20211130,0.8401058,1,0,1,1,1,1,1,1,3,1,1,,,,,3,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,1,1,,2,1,1,2,1,5,3,2
LC2021R4_000375,20211130,0.6074874,1,99,4,1,1,1,1,1,8885,2,2,4,,,,2,8888,1,2,47,4,2,7,6,5,6,3,3,5,3,1,1,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000376,20211130,0.877793,1,100,5,1,1,2,1,1,8885,2,2,4,,,,2,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,2,2,,2,1,1,1,2,5,3,2
LC2021R4_000377,20211130,1.0249801,1,60,4,1,1,2,1,1,8885,2,2,7,,,,4,1,2,1,,,1,4,3,3,4,2,2,5,3,2,2,,2,2,,2,3,3,3,2,4,2,2
LC2021R4_000378,20211130,1.2277014,1,50,3,1,1,8886,8886,1,2,1,1,,,,,2,1,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,-99,-99,-99,1,-99,3,1,2
LC2021R4_000379,20211130,0.8482377,1,60,4,1,1,2,1,2,,,3,6,,,,3,8888,2,1,,,1,5,4,4,5,3,2,4,3,2,2,,4,3,,2,1,1,2,1,5,3,2
LC2021R4_000380,20211130,1.0250531,2,50,3,1,1,1,1,1,8885,2,2,16,,,1,8,1,2,2,19,2,2,3,2,2,3,2,2,2,2,5,5,,1,1,,2,3,3,5,2,3,1,-99
LC2021R4_000381,20211130,1.6766782,2,80,4,1,2,3,3,1,8885,2,2,13,,2,,10,2,2,2,18,2,2,4,3,3,4,2,2,2,2,5,5,,3,1,,1,3,3,4,3,3,1,2
LC2021R4_000382,20211130,0.5976785,2,0,1,1,1,2,1,1,8885,2,2,6,,,,3,2,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,1,1,,1,3,3,2,2,3,1,1
LC2021R4_000383,20211130,0.5348075,2,90,4,1,1,1,1,1,4,1,1,,,,,4,2,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,2,2,,1,3,3,3,2,5,3,1
LC2021R4_000384,20211130,1.079711,1,0,1,1,1,2,1,2,,,3,15,,,,8,2,1,1,,,1,3,2,2,3,2,2,4,3,1,1,,3,1,,-99,-99,-99,5,2,4,2,1
LC2021R4_000385,20211130,0.7663816,1,50,3,1,1,1,1,2,,,3,10,,,,7,8888,2,1,,,1,7,6,5,6,3,3,3,2,6,6,,1,1,,1,3,3,4,2,8888,8888,2
LC2021R4_000386,20211130,1.2618983,1,1,2,1,1,2,1,2,,,3,14,,,,9,8888,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,1,3,3,5,2,3,1,2
LC2021R4_000387,20211130,0.877793,2,48,2,1,1,1,1,1,8885,2,2,18,,,,2,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,2,2,,2,1,1,5,2,5,3,2
LC2021R4_000388,20211130,0.6674314,1,50,3,1,1,8888,8888,2,,,3,13,,8888,,-99,8888,2,2,63,5,2,7,6,5,6,3,3,3,2,5,5,,-99,-99,,2,1,1,4,3,5,3,2
LC2021R4_000389,20211130,1.7510706,1,0,1,1,1,3,3,1,8885,2,2,11,,,,10,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,2,2,4,1,5,3,2
LC2021R4_000390,20211130,1.2356847,1,0,1,1,1,3,3,1,8885,2,2,17,,,,9,2,2,1,,,1,3,2,2,3,2,2,4,3,3,3,,3,1,,1,3,3,5,1,4,2,2
LC2021R4_000391,20211130,1.1097026,1,50,3,1,2,3,3,2,,,3,3,,,,1,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,1,1,3,1,2
LC2021R4_000392,20211130,0.8543979,1,50,3,1,1,2,1,1,1,1,1,,,,,1,8888,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,8888,8888,,-99,-99,-99,1,2,8888,8888,-99
LC2021R4_000393,20211130,0.8748463,1,100,5,1,1,2,1,2,,,3,11,,,,10,1,1,5,72,5,8881,7,6,5,6,3,3,2,2,6,6,,4,3,,2,1,1,4,2,5,3,1
LC2021R4_000394,20211130,1.2457683,2,60,4,1,1,1,1,2,,,3,11,,,,10,1,1,2,40,4,2,6,5,5,6,3,3,2,2,3,3,,2,2,,2,1,1,4,2,3,1,2
LC2021R4_000395,20211130,0.6519015,1,50,3,1,1,1,1,1,8885,2,2,6,,,,3,8888,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,4,3,,2,1,1,2,2,3,1,1
LC2021R4_000396,20211130,0.7402384,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,4,3,3,4,2,2,5,3,2,2,,3,1,,1,3,3,1,2,5,3,2
LC2021R4_000397,20211130,0.9375877,1,50,3,1,1,1,1,2,,,3,14,,,,9,8888,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,4,3,,1,3,3,5,2,3,1,2
